         8980890 function calls (8978862 primitive calls) in 572.933 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2012    0.006    0.000    0.011    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:82(add)
     6006    0.011    0.000    0.011    0.000 {method 'sub' of 're.Pattern' objects}
     2011    0.008    0.000    0.010    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:60(merge_variables)
     2011    0.007    0.000    0.010    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/linalg/blas.py:384(getter)
     2011    0.010    0.000    0.010    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/linalg/lapack.py:1014(_check_work_float)
     2011    0.008    0.000    0.010    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/weakref.py:47(__new__)
     2012    0.008    0.000    0.009    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/functools.py:392(__get__)
     6033    0.007    0.000    0.007    0.000 {built-in method builtins.sorted}
     2011    0.006    0.000    0.007    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/shape_base.py:81(atleast_2d)
     2002    0.006    0.000    0.007    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:153(__init__)
     4025    0.004    0.000    0.006    0.000 {method 'add' of 'set' objects}
     2012    0.003    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:124(__eq__)
     2011    0.002    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:41(bounds)
     2013    0.004    0.000    0.006    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:27(__exit__)
     2012    0.002    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:155(__init__)
    42054    0.006    0.000    0.006    0.000 {built-in method builtins.ord}
     6036    0.006    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:151(wrapper_setattr)
     4023    0.006    0.000    0.006    0.000 {built-in method numpy.zeros}
     2011    0.004    0.000    0.006    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:225(_isfixed)
     2012    0.004    0.000    0.005    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/_monitor.py:94(report)
     6027    0.005    0.000    0.005    0.000 {method 'acquire' of '_thread.RLock' objects}
     4022    0.004    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:138(_tol)
     8002    0.004    0.000    0.004    0.000 {built-in method time.time}
     2013    0.003    0.000    0.004    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:21(__enter__)
     4024    0.002    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1154(_comparable)
     4024    0.002    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1158(__hash__)
     2011    0.003    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:26(<listcomp>)
    10008    0.003    0.000    0.003    0.000 {built-in method builtins.divmod}
     4024    0.003    0.000    0.003    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/fromnumeric.py:72(<dictcomp>)
     4035    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x10864ba38}
     2011    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/sparse/_base.py:1461(issparse)
     2013    0.002    0.000    0.002    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:17(__init__)
     2013    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 /Users/yupeng/Desktop/Internship/Garvan/CellRegMap/cellregmap/_cellregmap.py:443(lrt_pvalues)
     6027    0.002    0.000    0.002    0.000 {method 'release' of '_thread.RLock' objects}
     4019    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1266(close)
     6587    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
     2002    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     2012    0.001    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:763(get_lock)
     2011    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/ma/core.py:6485(isMaskedArray)
     2002    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:107(__init__)
     8050    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
     2004    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     4022    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:78(isfixed)
     4025    0.002    0.000    0.002    0.000 {built-in method builtins.id}
     2011    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:119(_sort)
     4022    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:37(bounds)
     2007    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1148(__del__)
     2002    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:111(__format__)
     2012    0.001    0.000    0.001    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:848(__call__)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:828(freeze)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:458(__init__)
     2013    0.001    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:1797(__init__)
     4022    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/core/fromnumeric.py:2172(_sum_dispatcher)
     2011    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:143(<listcomp>)
     4025    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
