         488811 function calls (488683 primitive calls) in 31.057 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2883    0.004    0.000    0.004    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_b.py:59(set_variances)
     7901    0.004    0.000    0.004    0.000 {built-in method builtins.min}
      102    0.000    0.000    0.003    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:454(fp_write)
      206    0.000    0.000    0.003    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:193(inner)
      327    0.001    0.000    0.003    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:102(acquire)
    13893    0.003    0.000    0.003    0.000 {built-in method builtins.issubclass}
     1555    0.002    0.000    0.003    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:134(_ensure_boundary)
      104    0.003    0.000    0.003    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     8688    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
      711    0.002    0.000    0.003    0.000 {method 'format' of 'str' objects}
      111    0.000    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/lib/function_base.py:873(copy)
     6257    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
      112    0.001    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:682(_get_free_pos)
     2883    0.002    0.000    0.002    0.000 {function ndl.itemset at 0x159510700}
      111    0.001    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/linalg/lapack.py:979(_compute_lwork)
      111    0.001    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_function.py:170(__init__)
     5566    0.002    0.000    0.002    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      327    0.002    0.000    0.002    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     2772    0.002    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:197(_assert_2d)
      111    0.000    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:112(__new__)
        1    0.000    0.000    0.002    0.002 /Users/yupeng/Desktop/Internship/Garvan/CellRegMap/cellregmap/_cellregmap.py:443(lrt_pvalues)
      226    0.000    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:110(__enter__)
      327    0.001    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:106(release)
      112    0.000    0.000    0.002    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:685(<setcomp>)
     7058    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:848(__call__)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:828(freeze)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:458(__init__)
        1    0.000    0.000    0.001    0.001 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/stats/_distn_infrastructure.py:1797(__init__)
      203    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:400(format_interval)
      111    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/scipy/_lib/_util.py:194(_asarray_validated)
      111    0.001    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/functools.py:949(__get__)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_types.py:97(listen)
     2781    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:478(_logdetH)
     2772    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/numpy/linalg/linalg.py:2187(_lstsq_dispatcher)
      325    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:59(__iter__)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:152(talk_to)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1002(_find_and_load)
      226    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:113(__exit__)
      111    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/brent_search/_bracket.py:142(_initialize_interval)
      111    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
      204    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/utils.py:272(_is_ascii)
      102    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:1447(format_dict)
      601    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/tqdm/std.py:231(__call__)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:122(__array_finalize__)
      111    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/ndarray_listener/_ndl.py:174(_create_callback)
      327    0.001    0.000    0.001    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      222    0.000    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/optimix/_variables.py:29(names)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:659(_load_unlocked)
     2784    0.001    0.000    0.001    0.000 /Users/yupeng/Library/Python/3.9/lib/python/site-packages/glimix_core/lmm/_lmm.py:401(scale)
      4/2    0.000    0.000    0.001    0.000 {built-in method builtins.exec}
