         601479 function calls (594125 primitive calls) in 0.549 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/xarray/tutorial.py:1(<module>)
      234    0.000    0.000    0.006    0.000 /home/zyp/.local/lib/python3.9/site-packages/toolz/_signatures.py:625(expand_sig)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/parsers/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/xarray/coding/cftime_offsets.py:1(<module>)
    63949    0.006    0.000    0.006    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.006    0.006 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/methods/describe.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/dask/delayed.py:1(<module>)
    19389    0.005    0.000    0.005    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/parsers/readers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3/dist-packages/yaml/reader.py:18(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3/dist-packages/yaml/reader.py:45(Reader)
    44014    0.005    0.000    0.005    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/pandas/_config/config.py:1(<module>)
    46897    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
      677    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/yaml/scanner.py:113(check_token)
      266    0.000    0.000    0.005    0.000 /home/zyp/.local/lib/python3.9/site-packages/pandas/util/_decorators.py:387(<listcomp>)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/pandas/compat/__init__.py:1(<module>)
      564    0.005    0.000    0.005    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/xarray/backends/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/scipy/fft/_fftlog.py:1(<module>)
        9    0.000    0.000    0.005    0.001 /home/zyp/.local/lib/python3.9/site-packages/importlib_metadata/__init__.py:680(children)
  142/125    0.000    0.000    0.005    0.000 /usr/lib/python3.9/typing.py:352(__getitem__)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/xarray/plot/__init__.py:1(<module>)
      101    0.000    0.000    0.005    0.000 /usr/lib/python3.9/sre_compile.py:560(_compile_info)
        1    0.000    0.000    0.005    0.005 /home/zyp/.local/lib/python3.9/site-packages/scipy/special/__init__.py:1(<module>)
     2342    0.003    0.000    0.005    0.000 /usr/lib/python3.9/inspect.py:2498(__init__)
      125    0.000    0.000    0.005    0.000 /usr/lib/python3.9/typing.py:434(Union)
        9    0.000    0.000    0.005    0.001 /home/zyp/.local/lib/python3.9/site-packages/dask/array/ufunc.py:15(wrap_elemwise)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/formats/format.py:1(<module>)
      236    0.000    0.000    0.004    0.000 /home/zyp/.local/lib/python3.9/site-packages/toolz/_signatures.py:618(signature_or_spec)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/generic.py:238(NDFrame)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/dask/threaded.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/formatting.py:1(<module>)
     5570    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/xarray/plot/dataarray_plot.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/dask/hashing.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/arraylike.py:1(<module>)
      160    0.000    0.000    0.004    0.000 /usr/lib/python3.9/abc.py:105(__new__)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/_typing.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/common.py:1(<module>)
      866    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
      271    0.001    0.000    0.004    0.000 /usr/lib/python3.9/typing.py:739(__init__)
      114    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/yaml/scanner.py:156(fetch_more_tokens)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/io/common.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/xarray/core/indexing.py:1(<module>)
    44377    0.004    0.000    0.004    0.000 /home/zyp/.local/lib/python3.9/site-packages/dask/utils.py:689(<genexpr>)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.9/json/decoder.py:1(<module>)
      962    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/pandas/core/computation/api.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/zyp/.local/lib/python3.9/site-packages/xarray/coding/cftimeindex.py:1(<module>)
     1279    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
