         1386575 function calls (1369194 primitive calls) in 1.421 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 metadata.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
       47    0.002    0.000    0.003    0.000 inspect.py:626(cleandoc)
        1    0.000    0.000    0.003    0.003 calendar_ops.py:1(<module>)
        1    0.000    0.000    0.003    0.003 blas.py:1(<module>)
      299    0.001    0.000    0.003    0.000 utils.py:704(ignore_warning)
       38    0.000    0.000    0.003    0.000 _docscrape.py:218(_parse_param_list)
      278    0.001    0.000    0.003    0.000 overrides.py:83(verify_matching_signatures)
     1408    0.002    0.000    0.003    0.000 inspect.py:494(unwrap)
       34    0.000    0.000    0.003    0.000 _svd.py:19(__init__)
       15    0.000    0.000    0.003    0.000 _bunch.py:32(_make_tuple_bunch)
       19    0.000    0.000    0.003    0.000 _distn_infrastructure.py:3212(_attach_methods)
        1    0.000    0.000    0.003    0.003 _csr.py:1(<module>)
       46    0.000    0.000    0.003    0.000 __init__.py:480(entry_points)
      104    0.000    0.000    0.003    0.000 typing.py:356(__getitem__)
      430    0.000    0.000    0.003    0.000 typing.py:667(__init__)
        1    0.000    0.000    0.003    0.003 resource_tracker.py:145(register)
        1    0.000    0.000    0.003    0.003 resource_tracker.py:153(_send)
        2    0.000    0.000    0.003    0.001 datetimelike.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      104    0.000    0.000    0.003    0.000 typing.py:478(Literal)
        1    0.000    0.000    0.003    0.003 resource_tracker.py:70(ensure_running)
     1992    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.generic' objects}
        1    0.000    0.000    0.003    0.003 _linprog_ip.py:1(<module>)
